participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.payoff,player.id_in_group,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.is_demo
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,225.15,1,-99,-99,0,0,225.15,11.26,1,237.41,1,15,16,16,16,9,11,14,19,5,0,0,0,1,1,19.25,1.75,9.5,7.25,26,42,64,57,0.910100026,3.418651921,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,225.06,1,-99,-99,0,0,225.06,11.25,1,237.31,1,1,33,12,16,9,11,14,19,19,0,,,,0,19.25,1.75,9.5,7.25,26,26,26,26,-0.696103717,2.808281644,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,219.38,2,-99,-99,-2,40,259.38,12.97,0,272.35,0,5,9,12,13,9,11,14,19,15,0,0,1,0,0,19.25,1.75,9.5,7.25,26,42,35,49,0.240742614,3.142724529,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,102.44,9,-99,-99,-5,100,202.44,10.12,4,216.56,4,19,18,21,22,9,11,14,19,1,5,0,0,0,1,19.25,1.75,9.5,7.25,26,42,64,95,1.199781678,2.850214095,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,142.84,6,-99,-99,0,0,142.84,7.14,6,155.98,6,19,20,20,21,9,11,14,19,1,5,0,0,1,0,19.25,1.75,9.5,7.25,26,42,64,57,0.520750625,3.4430548,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,176.87,4,-99,-99,0,0,176.87,8.84,4,189.71,4,20,20,21,21,9,11,14,19,0,5,0,0,0,1,19.25,1.75,9.5,7.25,26,42,64,95,1.199781678,2.850214095,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,128.65,7,-99,-99,0,0,128.65,6.43,7,142.08,7,20,23,26,31,9,11,14,19,0,5,0,0,1,0,19.25,1.75,9.5,7.25,26,42,64,57,0.520750625,3.4430548,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,158.64,5,-99,-99,0,0,158.64,7.93,5,171.57,5,20,20,20,21,9,11,14,19,0,5,0,0,0,0,19.25,1.75,9.5,7.25,26,42,64,95,1.015269579,3.564228314,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,202.07,3,-99,-99,-2,40,242.07,12.1,1,255.17,1,19,18,18,17,9,11,14,19,1,5,0,0,0,1,19.25,1.75,9.5,7.25,26,42,64,95,1.199781678,2.850214095,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,176.87,4,-99,-99,0,0,176.87,8.84,4,189.71,4,19,21,22,25,9,11,14,19,1,5,0,,0,,19.25,1.75,9.5,7.25,26,42,42,64,0.178528039,2.979677551,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,149.81,6,-99,-99,0,0,149.81,7.49,2.4,159.7,6,21,19,22,19,10,12,15,20,0,5,0,0,0,0,18.75,1.25,10.25,8.5,35,52,68,90,0.960162415,3.632397938,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,140.83,6,-99,-99,-3,63,203.83,10.19,1.2,215.22,3,20,21,22,22,10,12,15,20,1,5,0,0,0,0,18.75,1.25,10.25,8.5,35,52,68,90,0.960162415,3.632397938,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,169.42,4,-99,-99,0,0,169.42,8.47,1.6,179.49,4,19,19,24,27,10,12,15,20,2,5,0,0,0,1,18.75,1.25,10.25,8.5,35,52,68,90,1.176023896,3.217286423,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,248.21,0,-99,-99,0,0,248.21,12.41,0,260.62,0,20,20,21,23,10,12,15,20,1,5,0,1,1,1,18.75,1.25,10.25,8.5,35,52,44,40,0.061492203,2.884977236,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,37.36,13,-99,-99,0,0,37.36,1.87,5.2,44.43,13,21,23,29,30,10,12,15,20,0,5,0,0,1,1,18.75,1.25,10.25,8.5,35,52,68,66,0.886277292,3.263622562,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,240.23,1,-99,-99,0,0,240.23,12.01,0.4,252.64,1,20,21,21,20,10,12,15,20,1,5,0,0,0,1,18.75,1.25,10.25,8.5,35,52,68,90,1.176023896,3.217286423,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,257.16,0,-99,-99,0,0,257.16,12.86,0,270.02,0,20,21,27,34,10,12,15,20,1,5,0,1,0,0,18.75,1.25,10.25,8.5,35,52,44,57,0.197738302,3.157453011,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,103.75,9,-99,-99,-1,21,124.75,6.24,3.2,134.19,8,21,22,23,22,10,12,15,20,0,5,1,0,0,1,18.75,1.25,10.25,8.5,35,23,28,38,0.614881557,1.544728508,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,237.41,1,-99,-99,0,0,237.41,11.87,0.4,249.68,1,17,16,16,16,10,12,15,20,4,0,0,1,0,1,18.75,1.25,10.25,8.5,35,52,44,57,0.815424627,2.464408054,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,237.31,1,-99,-99,0,0,237.31,11.87,0.4,249.58,1,10,5,10,6,10,12,15,20,11,0,,0,1,0,18.75,1.25,10.25,8.5,35,35,52,44,-0.094029049,2.956819725,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,272.35,0,-99,-99,8,-168,104.35,5.22,3.2,112.77,8,5,6,13,12,10,12,15,20,16,0,0,0,0,0,18.75,1.25,10.25,8.5,35,52,68,90,0.960162415,3.632397938,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,216.56,4,-99,-99,-4,84,300.56,15.03,0,315.59,0,19,21,22,25,10,12,15,20,2,5,0,0,1,1,18.75,1.25,10.25,8.5,35,52,68,66,0.886277292,3.263622562,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,155.98,6,-99,-99,0,0,155.98,7.8,2.4,166.18,6,20,21,22,22,10,12,15,20,1,5,0,0,1,1,18.75,1.25,10.25,8.5,35,52,68,66,0.886277292,3.263622562,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,189.71,4,-99,-99,0,0,189.71,9.49,1.6,200.8,4,21,22,22,23,10,12,15,20,0,5,0,0,0,1,18.75,1.25,10.25,8.5,35,52,68,90,1.176023896,3.217286423,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,142.08,7,-99,-99,0,0,142.08,7.1,2.8,151.98,7,21,23,26,32,10,12,15,20,0,5,0,0,1,1,18.75,1.25,10.25,8.5,35,52,68,66,0.886277292,3.263622562,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,171.57,5,-99,-99,0,0,171.57,8.58,2,182.15,5,20,20,21,21,10,12,15,20,1,5,0,0,0,0,18.75,1.25,10.25,8.5,35,52,68,90,0.960162415,3.632397938,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,255.17,1,-99,-99,0,0,255.17,12.76,0.4,268.33,1,19,18,18,17,10,12,15,20,2,5,0,0,0,1,18.75,1.25,10.25,8.5,35,52,68,90,1.176023896,3.217286423,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,189.71,4,-99,-99,0,0,189.71,9.49,1.6,200.8,4,20,22,23,26,10,12,15,20,1,5,0,0,,1,18.75,1.25,10.25,8.5,35,52,68,68,1.015043653,3.526858804,1,21,8,0.4,72,0,0,13,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,159.7,6,-99,-99,5,-105,54.7,2.74,4.4,61.84,11,22,24,27,26,11,13,16,21,1,5,0,0,0,1,19,1.5,9.5,7,26,44,64,95,1.202700666,2.910222822,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,215.22,3,-99,-99,-2,42,257.22,12.86,0.4,270.48,1,22,22,23,24,11,13,16,21,1,5,0,0,0,0,19,1.5,9.5,7,26,44,64,95,1.011418426,3.603965525,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,179.49,4,-99,-99,0,0,179.49,8.97,1.6,190.06,4,20,21,22,22,11,13,16,21,1,5,0,0,0,1,19,1.5,9.5,7,26,44,64,95,1.202700666,2.910222822,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,260.62,0,-99,-99,0,0,260.62,13.03,0,273.65,0,21,22,24,26,11,13,16,21,0,5,0,1,0,1,19,1.5,9.5,7,26,44,36,50,0.823864487,2.582969673,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,44.43,13,-99,-99,0,0,44.43,2.22,5.2,51.85,13,21,22,28,31,11,13,16,21,0,5,0,1,0,0,19,1.5,9.5,7,26,44,36,50,0.241358904,3.158877208,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,252.64,1,-99,-99,4,-84,168.64,8.43,2,179.07,5,21,22,23,23,11,13,16,21,0,5,0,0,0,1,19,1.5,9.5,7,26,44,64,95,1.202700666,2.910222822,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,270.02,0,-99,-99,0,0,270.02,13.5,0,283.52,0,21,22,28,32,11,13,16,21,0,5,0,0,1,1,19,1.5,9.5,7,26,44,64,60,0.918391493,3.35284207,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,134.19,8,-99,-99,-1,21,155.19,7.76,2.8,165.75,7,21,23,25,22,11,13,16,21,0,5,,0,1,1,19,1.5,9.5,7,26,26,44,36,0.43313285,2.969275489,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,249.68,1,-99,-99,0,0,249.68,12.48,0.4,262.56,1,17,16,17,16,11,13,16,21,4,0,0,0,1,0,19,1.5,9.5,7,26,44,64,60,0.530906731,3.407451537,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,249.58,1,-99,-99,0,0,249.58,12.48,0.4,262.46,1,5,15,10,17,11,13,16,21,16,0,0,1,0,1,19,1.5,9.5,7,26,44,36,50,0.823864487,2.582969673,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,112.77,8,-99,-99,-4,84,196.77,9.84,1.6,208.21,4,5,5,10,12,11,13,16,21,16,0,0,1,1,0,19,1.5,9.5,7,26,44,36,31,-0.222050183,3.007393922,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,315.59,0,-99,-99,0,0,315.59,15.78,0,331.37,0,22,19,21,16,11,13,16,21,1,5,0,0,1,0,19,1.5,9.5,7,26,44,64,60,0.530906731,3.407451537,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,166.18,6,-99,-99,0,0,166.18,8.31,2.4,176.89,6,21,21,22,23,11,13,16,21,0,5,0,0,1,0,19,1.5,9.5,7,26,44,64,60,0.530906731,3.407451537,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,200.8,4,-99,-99,0,0,200.8,10.04,1.6,212.44,4,21,21,22,23,11,13,16,21,0,5,0,0,0,1,19,1.5,9.5,7,26,44,64,95,1.202700666,2.910222822,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,151.98,7,-99,-99,0,0,151.98,7.6,2.8,162.38,7,23,25,27,32,11,13,16,21,2,5,0,0,1,1,19,1.5,9.5,7,26,44,64,60,0.918391493,3.35284207,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,182.15,5,-99,-99,-2,42,224.15,11.21,1.2,236.56,3,20,20,21,21,11,13,16,21,1,5,0,0,0,0,19,1.5,9.5,7,26,44,64,95,1.011418426,3.603965525,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,268.33,1,-99,-99,0,0,268.33,13.42,0.4,282.15,1,23,20,18,18,11,13,16,21,2,5,0,0,0,1,19,1.5,9.5,7,26,44,64,95,1.202700666,2.910222822,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,200.8,4,-99,-99,0,0,200.8,10.04,1.6,212.44,4,21,22,23,28,11,13,16,21,0,5,0,0,1,1,19,1.5,9.5,7,26,44,64,60,0.918391493,3.35284207,1,21,9,0.4,72,0,0,14,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,61.84,11,-99,-99,0,0,61.84,3.09,11,75.93,11,20,19,20,20,12,14,17,22,2,5,0,0,0,0,20.25,0.25,10,8.75,37,61,76,84,0.992546815,3.308397114,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,270.48,1,-99,-99,1,-22,248.48,12.42,2,262.9,2,21,21,22,22,12,14,17,22,1,5,0,0,0,0,20.25,0.25,10,8.75,37,61,76,84,0.992546815,3.308397114,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,190.06,4,-99,-99,-3,66,256.06,12.8,1,269.86,1,20,20,19,20,12,14,17,22,2,5,0,0,1,1,20.25,0.25,10,8.75,37,61,76,73,0.912719522,2.973776058,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,273.65,0,-99,-99,0,0,273.65,13.68,0,287.33,0,21,21,20,20,12,14,17,22,1,5,0,1,0,1,20.25,0.25,10,8.75,37,61,48,60,0.659505131,2.455094858,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,51.85,13,-99,-99,0,0,51.85,2.59,13,67.44,13,22,24,28,31,12,14,17,22,0,5,0,0,1,1,20.25,0.25,10,8.75,37,61,76,73,0.912719522,2.973776058,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,179.07,5,-99,-99,-5,110,289.07,14.45,0,303.52,0,22,21,22,23,12,14,17,22,0,5,0,0,0,1,20.25,0.25,10,8.75,37,61,76,84,1.213238477,3.599671743,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,283.52,0,-99,-99,5,-110,173.52,8.68,5,187.2,5,21,22,28,35,12,14,17,22,1,5,0,1,1,0,20.25,0.25,10,8.75,37,61,48,43,-0.129691751,3.056223863,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,165.75,7,-99,-99,-1,22,187.75,9.39,6,203.14,6,21,21,21,20,12,14,17,22,1,5,1,0,0,1,20.25,0.25,10,8.75,37,22,28,33,-0.064973533,2.594153787,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,262.56,1,-99,-99,0,0,262.56,13.13,1,276.69,1,15,16,16,16,12,14,17,22,7,0,0,0,0,1,20.25,0.25,10,8.75,37,61,76,84,1.213238477,3.599671743,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,262.46,1,-99,-99,0,0,262.46,13.12,1,276.58,1,3,11,42,9,12,14,17,22,19,0,0,1,1,0,20.25,0.25,10,8.75,37,61,48,43,-0.129691751,3.056223863,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,208.21,4,-99,-99,3,-66,142.21,7.11,7,156.32,7,5,10,13,12,12,14,17,22,17,0,0,1,0,,20.25,0.25,10,8.75,37,61,48,60,-0.018062383,2.99364946,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,331.37,0,-99,-99,0,0,331.37,16.57,0,347.94,0,19,18,15,20,12,14,17,22,3,0,0,0,1,1,20.25,0.25,10,8.75,37,61,76,73,0.912719522,2.973776058,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,176.89,6,-99,-99,0,0,176.89,8.84,6,191.73,6,22,22,24,24,12,14,17,22,0,5,0,0,1,1,20.25,0.25,10,8.75,37,61,76,73,0.912719522,2.973776058,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,212.44,4,-99,-99,0,0,212.44,10.62,4,227.06,4,21,21,22,23,12,14,17,22,1,5,0,0,1,1,20.25,0.25,10,8.75,37,61,76,73,0.912719522,2.973776058,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,162.38,7,-99,-99,0,0,162.38,8.12,7,177.5,7,22,24,27,32,12,14,17,22,0,5,0,1,0,1,20.25,0.25,10,8.75,37,61,48,60,0.659505131,2.455094858,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,236.56,3,-99,-99,0,0,236.56,11.83,3,251.39,3,22,22,23,28,12,14,17,22,0,5,0,0,0,0,20.25,0.25,10,8.75,37,61,76,84,0.992546815,3.308397114,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,282.15,1,-99,-99,0,0,282.15,14.11,1,297.26,1,21,20,18,19,12,14,17,22,1,5,0,0,0,1,20.25,0.25,10,8.75,37,61,76,84,1.213238477,3.599671743,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,212.44,4,-99,-99,0,0,212.44,10.62,4,227.06,4,21,24,28,32,12,14,17,22,1,5,0,,1,0,20.25,0.25,10,8.75,37,61,61,48,-0.018062383,2.99364946,1,22,9,1,72,0,0,15,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,75.93,11,-99,-99,0,0,75.93,3.8,4.4,84.13,11,22,23,22,24,13,15,18,23,1,5,0,0,0,,18,1,9,7.5,31,50,67,86,0.665775992,3.299233268,1,23,4,0.4,72,0,0,16,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,262.9,2,-99,-99,0,0,262.9,13.15,0.8,276.85,2,21,21,22,22,13,15,18,23,2,5,0,0,0,0,18,1,9,7.5,31,50,67,86,0.98761459,3.599916684,1,23,4,0.4,72,0,0,16,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,269.86,1,-99,-99,0,0,269.86,13.49,0.4,283.75,1,18,18,24,31,13,15,18,23,5,0,0,1,0,0,18,1,9,7.5,31,50,41,55,0.213951769,3.178842206,1,23,4,0.4,72,0,0,16,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,287.33,0,-99,-99,0,0,287.33,14.37,0,301.7,0,22,21,21,20,13,15,18,23,1,5,,0,1,1,18,1,9,7.5,31,31,50,41,0.395998157,2.939316372,1,23,4,0.4,72,0,0,16,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,67.44,13,-99,-99,0,0,67.44,3.37,5.2,76.01,13,22,24,27,32,13,15,18,23,1,5,0,1,1,1,18,1,9,7.5,31,50,41,36,0.045850094,2.970277669,1,23,4,0.4,72,0,0,16,lztzt0mf,Pilot 2024-02-20,,0
